RoarPyWaypoint(location=array([-283.79998779,  391.69998169,    0.59999996]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.91985925]), lane_width=12.0)
RoarPyWaypoint(location=array([135.3572998 , 243.00506592,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([133.89404297, 241.6416626 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([132.43080139, 240.27824402,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([130.96754456, 238.91482544,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([129.50430298, 237.55142212,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([128.04104614, 236.18800354,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([126.57778931, 234.82458496,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=11.99999713897705)
RoarPyWaypoint(location=array([125.11454773, 233.46118164,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([123.65129089, 232.09776306,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([122.18804169, 230.73434448,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([120.72479248, 229.37094116,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([119.26153564, 228.00752258,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([117.79828644, 226.644104  ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([116.33503723, 225.28070068,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([114.87178802, 223.9172821 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([113.40853882, 222.55386353,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([111.94528198, 221.19046021,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([110.48203278, 219.82705688,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([109.01878357, 218.46362305,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([107.55553436, 217.10021973,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([106.09227753, 215.73681641,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([104.62902832, 214.37338257,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([103.16577911, 213.00997925,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([101.70252228, 211.64657593,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([100.23927307, 210.28314209,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 98.77602386, 208.91973877,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 97.31277466, 207.55633545,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 95.84951782, 206.19290161,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 94.38626862, 204.82949829,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 92.92301941, 203.46609497,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 91.4597702 , 202.10266113,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 89.99651337, 200.73925781,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 88.53326416, 199.37585449,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 87.07001495, 198.01243591,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 85.60676575, 196.64901733,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 84.14350891, 195.28561401,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 82.6802597 , 193.92219543,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 81.2170105 , 192.55877686,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 79.75376129, 191.19537354,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 78.29050446, 189.83195496,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 76.82725525, 188.46853638,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 75.36400604, 187.10513306,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 73.90074921, 185.74171448,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 72.4375   , 184.3782959,   0.       ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 70.97425079, 183.01489258,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 69.51100159, 181.651474  ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 68.04774475, 180.28805542,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 66.58449554, 178.9246521 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 65.12124634, 177.56123352,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 63.65799713, 176.19781494,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 62.1947403 , 174.83441162,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 60.73149109, 173.47099304,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 59.26824188, 172.10757446,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 57.80499268, 170.74417114,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 56.34173584, 169.38075256,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 54.87848663, 168.01733398,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 53.41523743, 166.65393066,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 51.95198059, 165.29051208,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 50.48873901, 163.92709351,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 49.02548218, 162.56369019,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 47.56222534, 161.20027161,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 46.09898376, 159.83685303,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 44.63572693, 158.47344971,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39149975]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ 43.17041016, 157.11224365,   0.        ]), roll_pitch_yaw=array([ 0.       , -0.       , -2.3949821]), lane_width=12.000007629394531)
RoarPyWaypoint(location=array([ 41.70034027, 155.75621033,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 40.22953796, 154.40093994,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 38.75873184, 153.04568481,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 37.28792572, 151.69042969,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 35.81712341, 150.3351593 ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 34.34631729, 148.97990417,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 32.87551498, 147.62463379,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 31.40470886, 146.26937866,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 29.93390274, 144.91412354,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.0)
RoarPyWaypoint(location=array([ 28.46310043, 143.55885315,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 26.99229431, 142.20359802,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 25.5214901 , 140.84832764,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 24.05068588, 139.49307251,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 22.57987976, 138.13781738,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 21.10907555, 136.782547  ,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 19.63827133, 135.42729187,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 18.16746712, 134.07202148,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 16.696661  , 132.71676636,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 15.22585678, 131.36151123,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 13.75505257, 130.00624084,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 12.28424835, 128.65098572,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([ 10.81344223, 127.29571533,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([  9.34263992, 125.94046021,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([  7.8718338 , 124.58518982,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=11.999995231628418)
RoarPyWaypoint(location=array([  6.40102768, 123.22993469,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39705644]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([  4.93099976, 121.87382507,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39489901]), lane_width=12.000000953674316)
RoarPyWaypoint(location=array([  3.46585083, 120.51246643,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.39089894]), lane_width=12.000003814697266)
RoarPyWaypoint(location=array([  2.00616455, 119.14524841,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.38689914]), lane_width=11.99999713897705)
RoarPyWaypoint(location=array([  0.55194092, 117.77220154,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.38289907]), lane_width=12.000003814697266)
RoarPyWaypoint(location=array([ -0.89678955, 116.39335632,   0.        ]), roll_pitch_yaw=array([ 0.      , -0.      , -2.378899]), lane_width=12.00000286102295)
RoarPyWaypoint(location=array([ -2.33996582, 115.00874329,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37489894]), lane_width=12.0)
RoarPyWaypoint(location=array([ -3.7796793, 113.6204834,   0.       ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.37396869]), lane_width=11.99999713897705)
RoarPyWaypoint(location=array([ -5.13254738, 112.14909363,   0.        ]), roll_pitch_yaw=array([ 0.        , -0.        , -2.25453604]), lane_width=11.99999713897705)
